barcode,array_id,rna_in_array,rna_in_labeling_reaction,tissue_sample_id,structure,rna_integrity_number,donor,download_link
252491510424_2_3,930,600,26.9,594,"paracentral lobule, anterior part, Right, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/3560
252491510343_2_2,103,600,26.9,594,"paracentral lobule, anterior part, Right, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/998
252491510088_1_3,436,600,26.74,417,"superior frontal gyrus, Right, lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1063
252491510794_2_3,4342,600,26.67,11335,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9439
252491510799_1_1,4343,600,26.67,11335,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9449
252491510786_2_3,146518417,600,21.35,127687951,"Posterior Hypothalamic Area, Left",,H0351.1012,/api/v2/well_known_file_download/146535087
252491510705_2_1,2429,600,25.93,8434,"Crus II, Right Lateral Hemisphere",,H0351.2002,/api/v2/well_known_file_download/6327
252491510080_1_4,140,600,32.18,307,"inferior frontal gyrus, orbital part, Right",,H0351.2001,/api/v2/well_known_file_download/925
252491510332_1_4,139,600,32.18,307,"inferior frontal gyrus, orbital part, Right",,H0351.2001,/api/v2/well_known_file_download/948
252491510642_1_3,1769,600,27.65,4971,"inferior temporal gyrus, Left, bank of mts",,H0351.2002,/api/v2/well_known_file_download/5232
252491511062_1_4,5399,600,27.94,11269,"cuneus, Left, peristriate",,H0351.1009,/api/v2/well_known_file_download/10396
252491510794_1_3,4296,600,26.28,11120,"cuneus, Left, peristriate",,H0351.1009,/api/v2/well_known_file_download/9454
252491510440_1_2,1345,600,28.25,5057,"superior frontal gyrus, Right, medial bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4679
252491510469_1_1,1537,600,28.47,5108,"postcentral gyrus, Left, bank of the posterior central sulcus",,H0351.2002,/api/v2/well_known_file_download/4815
252491511116_2_4,127695986,600,31.25,126435724,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127768307
252491510848_1_4,127695501,600,21.52,126434579,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757542
252491510880_2_4,5349,600,26.62,14146,"VIIIA, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10287
252491510682_1_3,2084,600,22.65,5859,"Reticular Nucleus of Thalamus, Left",,H0351.2002,/api/v2/well_known_file_download/6092
252491510124_2_2,257,600,25.82,876,"inferior temporal gyrus, Right, bank of the its",,H0351.2001,/api/v2/well_known_file_download/3941
252491511462_2_3,147737945,600,29.95,139379906,"CA3 field, Left",,H0351.1012,/api/v2/well_known_file_download/147739505
252491510306_1_2,813,600,27.15,1106,"VIIB, Right Lateral Hemisphere",,H0351.2001,/api/v2/well_known_file_download/3887
252491510842_2_2,2605,600,24.14,9782,Midbrain Raphe Nuclei,,H0351.2002,/api/v2/well_known_file_download/6857
252491510644_2_4,1745,600,25.67,4946,"globus pallidus, external segment, Left",,H0351.2002,/api/v2/well_known_file_download/5209
252491510951_2_4,4923,600,26.07,13826,"Ventromedial Hypothalamic Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10129
252491510423_1_2,938,600,25.64,2787,"Fastigial Nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/3547
252491511470_2_4,147737366,580,28.76,139428043,"ventral tegmental area, Left",,H0351.1012,/api/v2/well_known_file_download/147740152
252491510830_1_1,4397,600,23.02,11036,"middle frontal gyrus, Left, inferior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9695
252491510455_1_2,1466,600,26.02,5169,"inferior temporal gyrus, Left, bank of the its",,H0351.2002,/api/v2/well_known_file_download/4774
252491510384_2_1,311,600,16.58,2313,"CA1 field, Right",,H0351.2001,/api/v2/well_known_file_download/4004
252491510631_2_4,1721,600,29.79,4876,"inferior temporal gyrus, Right, bank of the its",,H0351.2002,/api/v2/well_known_file_download/5183
252491510661_1_2,1907,600,27.5,5193,"inferior temporal gyrus, Right, bank of the its",,H0351.2002,/api/v2/well_known_file_download/5449
252491510656_2_1,1955,600,26.28,5249,"Long Insular Gyri, Left",,H0351.2002,/api/v2/well_known_file_download/5518
252491511478_2_3,147737215,600,26.27,139379723,"Substantia Nigra, pars reticulata, Left",,H0351.1012,/api/v2/well_known_file_download/147740182
252491510860_2_3,4433,600,25.57,11255,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.1009,/api/v2/well_known_file_download/9688
252491510711_2_4,2170,600,19.07,7035,"Anterior Group of Nuclei, Left",,H0351.2002,/api/v2/well_known_file_download/5912
252491510662_1_1,1939,600,25.61,5181,"angular gyrus, Right, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5536
252491510857_2_3,4973,600,23.25,13641,"Claustrum, Left",,H0351.1009,/api/v2/well_known_file_download/10240
252491510084_2_4,62,600,23.91,555,"fusiform gyrus, Right, bank of cos",,H0351.2001,/api/v2/well_known_file_download/968
252491510630_1_1,1770,600,27.47,4901,"supraparietal lobule, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5237
252491510452_2_1,1390,600,25.88,5747,"Body of Caudate Nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/4634
252491510799_2_1,4309,600,26.68,11189,"postcentral gyrus, Left, superior lateral aspect of gyrus",,H0351.1009,/api/v2/well_known_file_download/9487
252491510337_1_4,85,600,25.61,685,"Cingulate gyrus, parietal part, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/873
252491510938_1_3,127693306,600,28.05,126426473,"Inferior frontal gyrus, triangular part, Left",,H0351.1012,/api/v2/well_known_file_download/127770477
252491510849_1_3,127695516,600,27.74,126434530,"inferior temporal gyrus, Left, lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757556
252491510387_2_2,283,600,28.13,2330,"CA3 field, Right",,H0351.2001,/api/v2/well_known_file_download/4029
252491510706_2_3,2367,600,24.88,8413,"Crus I, Left Lateral Hemisphere",,H0351.2002,/api/v2/well_known_file_download/6280
252491510822_1_1,127696137,600,30.23,126435824,"Crus I, Left Lateral Hemisphere",,H0351.1012,/api/v2/well_known_file_download/127768197
252491510393_1_3,1023,526.656,27.42,4370,"gracile nucleus, Right",,H0351.2001,/api/v2/well_known_file_download/4290
252491510873_1_2,2559,577,23.96,9093,"spinal trigeminal nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6868
252491510385_1_4,265,600,31.19,2362,"Claustrum, Right",,H0351.2001,/api/v2/well_known_file_download/4011
252491510456_2_4,1480,600,30.99,5180,"middle temporal gyrus, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4818
252491510649_2_3,1628,600,28.47,4662,"fusiform gyrus, Right, bank of the its",,H0351.2002,/api/v2/well_known_file_download/5089
252491510335_1_4,86,600,25.09,677,"middle temporal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/857
252491510704_2_4,2402,600,29.37,8439,VIIIA,,H0351.2002,/api/v2/well_known_file_download/6340
252491510899_2_3,127694392,600,26.21,126426425,"anterior orbital gyrus, Left",,H0351.1012,/api/v2/well_known_file_download/127767847
252491510773_2_2,141758363,600,28.06,126435758,"cuneus, Left, striate",,H0351.1012,/api/v2/well_known_file_download/148183229
252491510104_1_3,857,600,28.74,1241,"Nucleus Accumbens, Left",,H0351.2001,/api/v2/well_known_file_download/3848
252491511465_2_1,147738238,600,28.45,146507635,"spinal trigeminal nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147739549
252491510088_2_4,353,600,27.07,474,"temporal pole, Right, superior aspect",,H0351.2001,/api/v2/well_known_file_download/1068
252491510876_2_2,5038,593,22.73,14585,"gigantocellular group, Left",,H0351.1009,/api/v2/well_known_file_download/10227
252491510343_1_4,63,600,23.86,547,"parahippocampal gyrus, Right, bank of the cos",,H0351.2001,/api/v2/well_known_file_download/996
252491510414_1_1,1092,600,26.75,4585,"frontal pole, Right, inferior aspect",,H0351.2002,/api/v2/well_known_file_download/4342
252491510372_1_1,638,600,9.323,2626,"Reticular Nucleus of Thalamus, Right",,H0351.2001,/api/v2/well_known_file_download/1478
252491510427_1_2,977,600,20.12,924,"inferior temporal gyrus, Left, bank of mts",,H0351.2001,/api/v2/well_known_file_download/4040
252491510082_2_1,190,600,31.86,371,"middle frontal gyrus, Left, inferior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/942
252491510836_2_3,2646,600,23.62,9589,"Substantia Nigra, pars compacta, Right",,H0351.2002,/api/v2/well_known_file_download/6995
252491510851_1_1,127695319,600,26.96,126431739,"temporal pole, Left, medial aspect",,H0351.1012,/api/v2/well_known_file_download/127757584
252491510657_1_1,1890,600,23.21,4555,"inferior rostral gyrus, Right",,H0351.2002,/api/v2/well_known_file_download/5460
252491510635_2_1,1627,600,26.69,4646,"inferior temporal gyrus, Right, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5172
252491510617_1_3,1626,600,28.69,4817,"inferior temporal gyrus, Right, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5169
252491510796_2_1,4288,600,28.53,11063,"cuneus, Left, peristriate",,H0351.1009,/api/v2/well_known_file_download/9465
252491510137_1_4,402,600,28.03,994,"middle frontal gyrus, Left, superior bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/756
252491510867_2_1,2554,600,26.4,9061,"arcuate nucleus of medulla, Left",,H0351.2002,/api/v2/well_known_file_download/6911
252491510873_1_1,2555,600,26.4,9061,"arcuate nucleus of medulla, Left",,H0351.2002,/api/v2/well_known_file_download/6832
252491510678_2_2,2279,600,25.69,2834,"Cortico-medial group, Left",,H0351.2001,/api/v2/well_known_file_download/6032
252491510448_2_3,1385,600,26.59,5723,"CA3 field, Right",,H0351.2002,/api/v2/well_known_file_download/4640
252491511479_1_2,147737346,600,26.36,127687510,"Dentate gyrus, Left",,H0351.1012,/api/v2/well_known_file_download/147740188
252491510802_2_4,4334,600,27.38,11286,"postcentral gyrus, Left, inferior lateral aspect of gyrus",,H0351.1009,/api/v2/well_known_file_download/9451
252491510822_1_3,127696297,600,27.04,126435798,"VI, Left Paravermis",,H0351.1012,/api/v2/well_known_file_download/127768201
252491510457_2_4,1488,600,27.64,5172,"superior temporal gyrus, Left, inferior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4803
252491510789_2_2,146518345,600,25.29,127687901,"Claustrum, Left",,H0351.1012,/api/v2/well_known_file_download/146535133
252491511468_1_2,147738025,600,21.99,139379898,"Putamen, Left",,H0351.1012,/api/v2/well_known_file_download/147739591
252491510692_2_2,2150,600,28.51,7073,"CA2 field, Right",,H0351.2002,/api/v2/well_known_file_download/5879
252491510791_2_2,146518601,600,27.68,127687540,"Preoptic Region, Left",,H0351.1012,/api/v2/well_known_file_download/146535165
252491510645_2_2,1574,600,23.37,4547,"inferior rostral gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5016
252491511479_2_1,147737401,600,22.51,139428013,"Substantia Nigra, pars compacta, Left",,H0351.1012,/api/v2/well_known_file_download/147740194
252491510948_1_2,4884,600,23.23,13753,"Substantia Nigra, pars compacta, Left",,H0351.1009,/api/v2/well_known_file_download/10122
252491510624_2_1,1645,600,23.23,4613,"medial orbital gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/5170
252491510604_2_2,1595,600,25.9,4626,"inferior frontal gyrus, orbital part, Right",,H0351.2002,/api/v2/well_known_file_download/5024
252491510910_2_1,127694370,600,27.48,126426471,"medial orbital gyrus, Left",,H0351.1012,/api/v2/well_known_file_download/127767897
252491510880_2_1,5343,600,25.23,14113,"III, Left Lateral Hemisphere",,H0351.1009,/api/v2/well_known_file_download/10315
252491510807_2_3,2670,600,25.85,9591,"Edinger Westphal nucleus, Right",,H0351.2002,/api/v2/well_known_file_download/7023
252491510946_1_4,4902,600,26.41,13770,"Tail of Caudate Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10114
252491510875_1_4,4903,600,26.41,13770,"Tail of Caudate Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10120
252491510357_1_2,617,600,20.8,2572,"subiculum, Left",,H0351.2001,/api/v2/well_known_file_download/3454
252491510357_2_2,618,600,20.8,2572,"subiculum, Left",,H0351.2001,/api/v2/well_known_file_download/3458
252491510795_2_2,4291,600,49.71,11087,"lingual gyrus, Left, striate",,H0351.1009,/api/v2/well_known_file_download/9496
252491510804_2_1,4273,600,28.77,11148,"medial orbital gyrus, Left",,H0351.1009,/api/v2/well_known_file_download/9503
252491510604_1_3,1568,600,26.11,4564,"superior frontal gyrus, Left, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5046
252491510900_1_2,127694647,600,29.32,126434563,"fusiform gyrus, Left, bank of the its",,H0351.1012,/api/v2/well_known_file_download/127767853
252491510607_2_2,1808,600,26.72,6977,raphe nuclei of medulla,,H0351.2001,/api/v2/well_known_file_download/5373
252491510895_2_3,127695609,600,26.18,126435013,"precuneus, Left, inferior lateral bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127757660
252491510649_2_2,1673,600,28.81,4649,"superior frontal gyrus, Left, medial bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5128
252491510871_1_4,2575,600,29.04,9181,"locus ceruleus, Right",,H0351.2002,/api/v2/well_known_file_download/6842
252491510091_1_2,331,600,24.88,429,"precuneus, Left,  superior lateral bank of gyrus",,H0351.2001,/api/v2/well_known_file_download/1086
252491510872_2_2,2565,600,24.03,9046,"inferior olivary complex, Right",,H0351.2002,/api/v2/well_known_file_download/6837
252491510624_1_4,1641,600,26.6,4684,"temporal pole, Right, superior aspect",,H0351.2002,/api/v2/well_known_file_download/5153
252491510644_1_1,1717,600,28.1,4821,"occipito-temporal gyrus, Left, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5247
252491510785_1_2,146518442,600,27.76,127687841,"Pallidohypothalamic Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535065
252491511117_2_3,127694407,600,26.02,126432485,"inferior frontal gyrus, orbital part, Left",,H0351.1012,/api/v2/well_known_file_download/127767965
252491510912_1_4,127694402,600,26.05,126426507,"inferior frontal gyrus, orbital part, Left",,H0351.1012,/api/v2/well_known_file_download/127767927
252491510903_2_1,127693830,600,25.03,126435137,"supraparietal lobule, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127770348
252491510336_1_4,26,600,25.11,721,"postcentral gyrus, Right, inferior lateral aspect of gyrus",,H0351.2001,/api/v2/well_known_file_download/865
252491511468_1_4,147737955,600,24.65,139379756,"Putamen, Left",,H0351.1012,/api/v2/well_known_file_download/147739595
252491510425_1_4,799,518.88,28.78,3025,"central grey substance of midbrain, Right",,H0351.2001,/api/v2/well_known_file_download/3565
252491510940_1_3,4950,563,20.95,14042,"Lateral group of Nuclei, Left, Dorsal Division",,H0351.1009,/api/v2/well_known_file_download/10119
252491510628_1_4,1733,600,30.49,4812,"middle temporal gyrus, Right, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5236
252491510710_1_2,2350,600,30.49,4812,"middle temporal gyrus, Right, superior bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/6298
252491510793_1_4,146518305,600,30.61,127687947,"Lateral Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/146535193
252491510416_1_3,1083,600,27.91,4570,"superior frontal gyrus, Right, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/4349
252491511469_1_4,147738020,600,24.4,139379882,"Tail of Caudate Nucleus, Left",,H0351.1012,/api/v2/well_known_file_download/147739611
252491511063_1_3,5454,600,27.47,14100,"VIIIA, Left Paravermis",,H0351.1009,/api/v2/well_known_file_download/10377
252491510764_1_3,2460,600,29.71,8750,"spinal trigeminal nucleus, Left",,H0351.2002,/api/v2/well_known_file_download/6564
252491510681_2_4,2020,600,30.75,5817,"CA4 field, Right",,H0351.2002,/api/v2/well_known_file_download/6113
252491510711_2_1,2141,600,30.75,5817,"CA4 field, Right",,H0351.2002,/api/v2/well_known_file_download/5898
252491510443_2_3,1448,573.075,19.2,6219,"locus ceruleus, Left",,H0351.2001,/api/v2/well_known_file_download/4856
252491510905_1_2,2656,600,25.19,9566,"Inferior Colliculus, Left",,H0351.2002,/api/v2/well_known_file_download/6985
252491510317_1_1,959,600,26.22,509,"parahippocampal gyrus, Left, bank of the cos",,H0351.2001,/api/v2/well_known_file_download/1413
252491510347_2_4,121,600,26.22,509,"parahippocampal gyrus, Left, bank of the cos",,H0351.2001,/api/v2/well_known_file_download/1024
252491510304_2_1,711,600,29.49,777,"parahippocampal gyrus, Left, bank of the cos",,H0351.2001,/api/v2/well_known_file_download/1334
252491510948_1_4,4922,600,30.27,13818,"Dorsomedial hypothalamic Nucleus, Left",,H0351.1009,/api/v2/well_known_file_download/10123
252491510787_1_4,146518335,600,26.12,127687837,"CA1 field, Left",,H0351.1012,/api/v2/well_known_file_download/146535097
252491510453_2_1,1396,600,26.69,5700,"Dentate gyrus, Left",,H0351.2002,/api/v2/well_known_file_download/4638
252491510660_2_2,1915,600,27.09,5098,"parahippocampal gyrus, Left, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5497
252491510657_2_4,1914,600,27.09,5098,"parahippocampal gyrus, Left, lateral bank of gyrus",,H0351.2002,/api/v2/well_known_file_download/5491
252491510913_2_4,127694482,600,27.67,126432104,"Cingulate gyrus, frontal part, Left, inferior bank of gyrus",,H0351.1012,/api/v2/well_known_file_download/127767951
